Id,Town,Program,FacilityId,FacilityName,InspectionType,InspectionDate
795486,WATERTOWN,REGULATED ACTIVITY(S),130767,MICROSEMI INCORPORATED,ReInspection,1996-02-12
920425,AUBURN,REGULATED ACTIVITY(S),269280,FLAGG PALMER PRECAST INC,Unannounced Multimedia Inspection,1996-01-04
920794,PRINCETON,REGULATED ACTIVITY(S),157601,PRINCETON TOWN OF MUNICIPAL LI,ReInspection,1996-01-05
920796,WEST BOYLSTON,REGULATED ACTIVITY(S),157585,WEST BOYLSTON TOWN OF MUNI LIG,ReInspection,1996-01-05
931821,ACTON,WATER SUPPLY/DRINKING WATER,5941,SOMERSET HILLS CONDOMINIUMS,COMPREHENSIVE COMPLIANCE EVALUATION,1996-01-11
931879,MEDFORD,REGULATED ACTIVITY(S),170473,HARVARD STREET GARAGE INC,ReInspection,1996-01-11
931981,STURBRIDGE,REGULATED ACTIVITY(S),342593,PHOTONIS SCIENTIFIC INC,Unannounced Multimedia Inspection,1996-01-10
932000,FRANKLIN,REGULATED ACTIVITY(S),132679,GEORGIA PACIFIC CORRUGATED I LLC,Unannounced Multimedia Inspection,1996-01-10
932378,BRIDGEWATER,REGULATED ACTIVITY(S),162928,INSULATION TECH,ReInspection,1996-01-02
932418,SHREWSBURY,REGULATED ACTIVITY(S),130479,QUANTUM CORP INC,Unannounced Multimedia Inspection,1996-01-09
932631,SPRINGFIELD,REGULATED ACTIVITY(S),133399,TECHNICARBON CO L P,Unannounced Multimedia Inspection,1996-01-16
932637,WALTHAM,REGULATED ACTIVITY(S),154668,LONGVIEW FIBRE COMPANY,Unannounced Multimedia Inspection,1996-01-11
932668,FITCHBURG,REGULATED ACTIVITY(S),270359,PRECISION OPTICAL CORP,Unannounced Multimedia Inspection,1996-01-12
932689,FALL RIVER,REGULATED ACTIVITY(S),130810,LITTLE COMPTON HOLDINGS LLC,Unannounced Multimedia Inspection,1996-01-17
932897,ACTON,WATER SUPPLY/DRINKING WATER,5947,STRAWBERRY HILL APARTMENTS,COMPREHENSIVE COMPLIANCE EVALUATION,1996-01-18
933031,MONTAGUE,REGULATED ACTIVITY(S),131075,MILTON HILTON LLC,Unannounced Multimedia Inspection,1996-01-18
933164,FRAMINGHAM,REGULATED ACTIVITY(S),158180,MA ARMY NATIONAL GUARD,Unannounced Multimedia Inspection,1996-01-16
933212,AUBURN,REGULATED ACTIVITY(S),270780,CRUCIBLE SERVICE CENTERS,Unannounced Multimedia Inspection,1996-01-18
933311,CAMBRIDGE,REGULATED ACTIVITY(S),162404,HARVARD UNIVERSITY RADCLIFFE,Unannounced Multimedia Inspection,1996-01-18
933327,MARLBOROUGH,REGULATED ACTIVITY(S),133136,SAFETY KLEEN SYSTEMS INC,Unannounced Multimedia Inspection,1996-01-19
933955,EVERETT,REGULATED ACTIVITY(S),154650,LEAVITT CORP THE,Unannounced Multimedia Inspection,1996-01-11
934027,WORCESTER,REGULATED ACTIVITY(S),133641,SLIDEWAYS INC,Unannounced Multimedia Inspection,1996-01-23
934140,FITCHBURG,REGULATED ACTIVITY(S),228511,FOAMTECH CORPORATION,ReInspection,1996-01-16
934173,NAHANT,WATER SUPPLY/DRINKING WATER,6140,NAHANT WATER DEPT. (MWRA),SANITARY SURVEY,1996-01-25
942141,SALEM,REGULATED ACTIVITY(S),132776,NORTH SHORE MEDICAL CENTER,Unannounced Multimedia Inspection,1996-01-24
942170,FITCHBURG,REGULATED ACTIVITY(S),130835,SIMONDS SAW,Unannounced Multimedia Inspection,1996-01-26
942175,AUBURN,REGULATED ACTIVITY(S),271255,WJ DIPIETRO INC,Unannounced Multimedia Inspection,1996-01-29
942178,SOUTHBRIDGE,REGULATED ACTIVITY(S),130856,DEXTER RUSSELL INC,Unannounced Multimedia Inspection,1996-01-19
942183,AUBURN,REGULATED ACTIVITY(S),271199,ACURA OF AUBURN,Unannounced Multimedia Inspection,1996-01-26
942233,WILBRAHAM,REGULATED ACTIVITY(S),285965,WILBRAHAM GRASSY HOLLOW LANDFILL,Unannounced Single-Media Inspection,1996-01-28
942324,DOVER,REGULATED ACTIVITY(S),155244,DOVER GARAGE,Unannounced Multimedia Inspection,1996-01-26
942374,HOLDEN,REGULATED ACTIVITY(S),131855,RISDON CORP SPECIALTY MOLDING,ReInspection,1996-01-26
942376,WESTBOROUGH,REGULATED ACTIVITY(S),130627,ATLANTIC-WESTBORO REALTY LLC,ReInspection,1996-01-26
942379,HOLDEN,REGULATED ACTIVITY(S),131856,SUNNYSIDE MOTOR CO INC,ReInspection,1996-01-25
942381,HOLDEN,REGULATED ACTIVITY(S),159271,SUNNYSIDE MOTOR CO INC,ReInspection,1996-01-25
942384,HOLDEN,REGULATED ACTIVITY(S),204904,INNER TITE CORP,ReInspection,1996-01-25
942387,AYER,REGULATED ACTIVITY(S),130198,ECKEL NOISE CONTROL TECHNOLOGIES,ReInspection,1996-01-25
942391,PEPPERELL,REGULATED ACTIVITY(S),130707,BEMIS COMPANY,ReInspection,1996-01-24
942393,STURBRIDGE,REGULATED ACTIVITY(S),342593,PHOTONIS SCIENTIFIC INC,ReInspection,1996-01-29
942396,NORTHBOROUGH,REGULATED ACTIVITY(S),131625,TRADEBE TREATMENT AND RECYCLING,Unannounced Multimedia Inspection,1996-01-16
942436,MILLIS,WATER SUPPLY/DRINKING WATER,6138,MILLIS WATER DEPT,SANITARY SURVEY,1996-01-16
942595,GLOUCESTER,REGULATED ACTIVITY(S),245320,ALLIED COLD STORAGE,Unannounced Multimedia Inspection,1996-01-18
942597,AUBURN,REGULATED ACTIVITY(S),149894,JAX WAX,Unannounced Multimedia Inspection,1996-01-31
942601,BEDFORD,REGULATED ACTIVITY(S),176967,ALLEGIANCE HEALTHCARE CORPORATION,Unannounced Multimedia Inspection,1996-01-23
942721,FRANKLIN,REGULATED ACTIVITY(S),211134,STURDY LANTERN MFG CO INC,Unannounced Multimedia Inspection,1996-01-18
942727,NORTH ATTLEBOROUGH,REGULATED ACTIVITY(S),131644,VH BLACKINTON & CO INC,Unannounced Multimedia Inspection,1996-01-24
942733,NORTH ATTLEBOROUGH,REGULATED ACTIVITY(S),215380,COMMEMORATIVE BRANDS INC,Unannounced Multimedia Inspection,1996-01-30
942738,FALL RIVER,REGULATED ACTIVITY(S),130800,QUEQUECHAN DEVELOPMENT LLC,ReInspection,1996-01-29
942751,FALL RIVER,REGULATED ACTIVITY(S),266049,DRISCOLL ARENA,Unannounced Multimedia Inspection,1996-01-04
942767,NEW BEDFORD,REGULATED ACTIVITY(S),266048,HETLAND ARENA,Unannounced Multimedia Inspection,1996-01-04
942769,BROCKTON,REGULATED ACTIVITY(S),266075,ASIAF ARENA,Unannounced Multimedia Inspection,1996-01-04
942927,STURBRIDGE,REGULATED ACTIVITY(S),271203,MA STATE POLICE,Unannounced Multimedia Inspection,1996-01-30
942928,BROOKFIELD,REGULATED ACTIVITY(S),271209,MA STATE POLICE,Unannounced Multimedia Inspection,1996-01-30
942929,ATHOL,REGULATED ACTIVITY(S),271205,MA STATE POLICE,Unannounced Multimedia Inspection,1996-01-16
942930,GRAFTON,REGULATED ACTIVITY(S),271211,MA STATE POLICE,Unannounced Multimedia Inspection,1996-01-23
942931,HOLDEN,REGULATED ACTIVITY(S),204579,MA STATE POLICE,Unannounced Multimedia Inspection,1996-01-23
942984,AUBURN,REGULATED ACTIVITY(S),271480,ASAP SMALL ENGINE REPAIR,Unannounced Multimedia Inspection,1996-02-01
942993,AUBURN,REGULATED ACTIVITY(S),271478,AIRGAS INC,Unannounced Multimedia Inspection,1996-02-01
943015,NEW BRAINTREE,REGULATED ACTIVITY(S),207509,MA STATE POLICE TRAINING ACADEMY,Unannounced Multimedia Inspection,1996-01-30
943017,LEOMINSTER,REGULATED ACTIVITY(S),271201,MA STATE POLICE,Unannounced Multimedia Inspection,1996-01-16
943020,MILLBURY,REGULATED ACTIVITY(S),130396,BARRDAY CORPORATION,Unannounced Multimedia Inspection,1996-01-31
943113,FALL RIVER,REGULATED ACTIVITY(S),163048,STEDRO/DURO TEXTILE PRINTERS,Unannounced Multimedia Inspection,1996-02-02
943402,DOVER,REGULATED ACTIVITY(S),272316,LUTTAZI SE & SONS,Unannounced Multimedia Inspection,1996-01-22
945163,GREENFIELD,REGULATED ACTIVITY(S),130735,BAYSTATE FRANKLIN MEDICAL CENTER,Unannounced Multimedia Inspection,1996-02-06
945304,AYER,REGULATED ACTIVITY(S),130197,NASHOBA VALLEY MEDICAL CENTER,Unannounced Multimedia Inspection,1996-02-01
945310,HAMILTON,REGULATED ACTIVITY(S),155294,SUPREME CLEANER,Unannounced Multimedia Inspection,1996-01-23
945313,DOVER,REGULATED ACTIVITY(S),272349,DOVER GARAGE,Unannounced Multimedia Inspection,1996-01-26
945328,SUDBURY,REGULATED ACTIVITY(S),173791,NEW ENGLAND RESEARCH CENTER INC,Unannounced Multimedia Inspection,1996-01-23
945349,NEW BEDFORD,REGULATED ACTIVITY(S),166705,DELKEN CO,ReInspection,1996-01-29
945537,NORTH READING,REGULATED ACTIVITY(S),158840,HEFFRON MATERIALS,Unannounced Multimedia Inspection,1996-01-30
945555,WATERTOWN,REGULATED ACTIVITY(S),259395,PURE IMAGING,ReInspection,1996-02-07
945558,NEEDHAM,REGULATED ACTIVITY(S),258051,INKSTONE COMPANY INCORPORATED,ReInspection,1996-02-07
945573,NORTHBRIDGE,REGULATED ACTIVITY(S),134245,COMTRAN CABLE LLC,ReInspection,1996-02-06
945623,BOSTON,REGULATED ACTIVITY(S),158580,MA BAY TRANSPORTATION AUTHORITY,Unannounced Multimedia Inspection,1996-02-07
945719,HARVARD,WATER SUPPLY/DRINKING WATER,191537,LANCASTER COUNTY ROAD LLC,COMPREHENSIVE COMPLIANCE EVALUATION,1996-02-08
945729,WORCESTER,REGULATED ACTIVITY(S),153945,HOLDEN PLASTICS CORP,Unannounced Multimedia Inspection,1996-02-08
945732,PRINCETON,WATER SUPPLY/DRINKING WATER,6483,VILLAGE STORE AT GREGORY HILL,SANITARY SURVEY,1996-02-07
945772,TEWKSBURY,REGULATED ACTIVITY(S),131101,TEWKSBURY INDUSTRIES INC,Unannounced Multimedia Inspection,1996-01-30
945784,HOLBROOK,REGULATED ACTIVITY(S),130432,BARCOLENE CO,Unannounced Multimedia Inspection,1996-01-31
946043,TOPSFIELD,REGULATED ACTIVITY(S),131209,FAIRVIEW MACHINE CO,Unannounced Multimedia Inspection,1996-02-09
946119,PITTSFIELD,REGULATED ACTIVITY(S),130100,BERKSHIRE MEDICAL CENTER,Unannounced Multimedia Inspection,1996-02-07
946191,AVON,REGULATED ACTIVITY(S),156831,PARKER EXPRESS INC,ReInspection,1996-02-06
946245,WORCESTER,REGULATED ACTIVITY(S),156007,HOBBS FASTENERS INC,Unannounced Multimedia Inspection,1996-02-12
946299,LEE,REGULATED ACTIVITY(S),272455,MA STATE POLICE,Unannounced Multimedia Inspection,1996-02-02
946300,NORTHAMPTON,REGULATED ACTIVITY(S),205594,MASSACHUSETTS STATE POLICE,Unannounced Multimedia Inspection,1996-01-29
946302,RUSSELL,REGULATED ACTIVITY(S),272453,MA STATE POLICE,Unannounced Multimedia Inspection,1996-01-18
946303,SHELBURNE,REGULATED ACTIVITY(S),272454,MA STATE POLICE,Unannounced Multimedia Inspection,1996-01-25
946304,HATFIELD,REGULATED ACTIVITY(S),272451,USA WASTE AND RECYCLING INC,Unannounced Multimedia Inspection,1996-01-19
946354,WAYLAND,REGULATED ACTIVITY(S),133691,CANDELA CORPORATION,Unannounced Multimedia Inspection,1996-02-02
946358,WALPOLE,REGULATED ACTIVITY(S),157334,DENMAR PUMP SERVICES INC,Unannounced Multimedia Inspection,1996-02-09
946370,CARVER,REGULATED ACTIVITY(S),133610,MAJOR IMPACT INC,Unannounced Multimedia Inspection,1996-01-31
946391,CHICOPEE,REGULATED ACTIVITY(S),160949,JOHN R LYMAN CO,Unannounced Multimedia Inspection,1996-01-25
946466,WORCESTER,REGULATED ACTIVITY(S),154320,HALLSON MANUFACTURING INC,Unannounced Multimedia Inspection,1996-02-14
946467,WORCESTER,REGULATED ACTIVITY(S),154879,FMK,Unannounced Multimedia Inspection,1996-02-14
946489,PEABODY,REGULATED ACTIVITY(S),162223,NORTHSHORE MALL,Unannounced Multimedia Inspection,1996-02-12
946631,NEWTON,REGULATED ACTIVITY(S),161767,NEWTON WELLESLEY HOSPITAL,Unannounced Multimedia Inspection,1996-01-19
946638,WORCESTER,REGULATED ACTIVITY(S),151595,BANCROFT BUILDING,Unannounced Multimedia Inspection,1996-02-09
946670,NEWBURY,REGULATED ACTIVITY(S),209961,RIVERFRONT MARINE SPORTS INC,Unannounced Multimedia Inspection,1996-02-13
946720,SOUTHBOROUGH,REGULATED ACTIVITY(S),178656,MWRA SOUTHBORO TESTING LABORATORY,ReInspection,1997-03-06
946721,DEDHAM,REGULATED ACTIVITY(S),271133,"A&K AND SONS, INC",Unannounced Multimedia Inspection,1996-01-18
946727,LUDLOW,REGULATED ACTIVITY(S),134127,NORPIN MFG CO INC,Unannounced Multimedia Inspection,1996-02-14
946736,CLINTON,REGULATED ACTIVITY(S),268206,MWRA COSGROVE INTAKE,ReInspection,1996-02-15
946805,WEST BRIDGEWATER,REGULATED ACTIVITY(S),266038,VIKING MFG,Unannounced Multimedia Inspection,1996-02-08
946832,BRIDGEWATER,REGULATED ACTIVITY(S),272850,BRIDGEWATER RADIATOR,Unannounced Multimedia Inspection,1996-02-13
946840,ATTLEBORO,REGULATED ACTIVITY(S),130183,KILMARTIN INDUSTRIES,Unannounced Multimedia Inspection,1996-02-09
946871,WEBSTER,REGULATED ACTIVITY(S),130494,WEBSTER LENS COMPANY,ReInspection,1996-02-08
946936,MONSON,REGULATED ACTIVITY(S),172750,MONSON DEVELOPMENTAL CENTER,Unannounced Single-Media Inspection,1996-02-15
946937,BELCHERTOWN,REGULATED ACTIVITY(S),172321,BELCHERTOWN LANDFILL & TRANSFER STATION,Unannounced Single-Media Inspection,1996-02-15
946940,HADLEY,REGULATED ACTIVITY(S),170149,HADLEY LANDFILL AND TRANSFER STATION,Unannounced Single-Media Inspection,1996-02-15
946941,HADLEY,REGULATED ACTIVITY(S),170149,HADLEY LANDFILL AND TRANSFER STATION,Unannounced Single-Media Inspection,1996-02-15
946946,NORTH READING,REGULATED ACTIVITY(S),156865,NORTH READING HONDA,Unannounced Multimedia Inspection,1996-02-07
946948,NORTH READING,REGULATED ACTIVITY(S),158435,NORTH READING SUBARU,Unannounced Multimedia Inspection,1996-02-15
946978,AYER,REGULATED ACTIVITY(S),161667,SUDZIT LAUNDRY,ReInspection,1996-02-01
947047,WESTON,REGULATED ACTIVITY(S),159081,MA DOT WESTON,Unannounced Multimedia Inspection,1996-02-12
947066,WATERTOWN,REGULATED ACTIVITY(S),156585,PERFECT PRESS DRY CLEANERS,Unannounced Multimedia Inspection,1996-02-14
947070,WAYLAND,REGULATED ACTIVITY(S),154692,HUB PRECISION PRODUCTS INC,Unannounced Multimedia Inspection,1996-02-14
947127,WORCESTER,REGULATED ACTIVITY(S),158213,THERMOPLASTICS CO INC,Unannounced Multimedia Inspection,1996-02-20
947365,BROOKFIELD,WATER SUPPLY/DRINKING WATER,187882,BROOKFIELD MEADOWS MHP,COMPREHENSIVE COMPLIANCE EVALUATION,1996-02-20
947475,ARLINGTON,REGULATED ACTIVITY(S),265731,UTOPIA CLEANERS,ReInspection,1996-02-07
947513,ROWLEY,REGULATED ACTIVITY(S),134323,ROWLEY BIOCHEMICAL INSTITUTE,Unannounced Multimedia Inspection,1996-02-14
947515,ROWLEY,REGULATED ACTIVITY(S),134325,TRANSENE CO INC,Unannounced Multimedia Inspection,1996-02-14
947526,HUDSON,WATER SUPPLY/DRINKING WATER,187919,FOUR STAR CONNECTIONS/METRO WIRE,SANITARY SURVEY,1996-02-13
947665,DOVER,REGULATED ACTIVITY(S),257980,DOVER AUTOMOTIVE SERVICE,Unannounced Multimedia Inspection,1996-01-22
947716,HOLBROOK,WATER SUPPLY/DRINKING WATER,7219,RANDOLPH/HOLBROOK JOINT WATER BOARD,COMPREHENSIVE COMPLIANCE EVALUATION,1996-02-20
947723,RANDOLPH,WATER SUPPLY/DRINKING WATER,6154,RANDOLPH WATER DEPARTMENT,COMPREHENSIVE COMPLIANCE EVALUATION,1996-02-20
947751,METHUEN,REGULATED ACTIVITY(S),273374,USA AUTO PAINTING,Unannounced Multimedia Inspection,1996-02-20
947753,WESTON,REGULATED ACTIVITY(S),273382,WESTON SCHOOL BUS GARAGE,Unannounced Multimedia Inspection,1996-02-21
947815,WORCESTER,REGULATED ACTIVITY(S),153952,WACHUSETT WIRE CO INC,Unannounced Multimedia Inspection,1996-02-22
947817,ACTON,WATER SUPPLY/DRINKING WATER,5945,PINE HILL CONDOMINIUM,COMPREHENSIVE COMPLIANCE EVALUATION,1996-02-22
947818,ACTON,WATER SUPPLY/DRINKING WATER,5944,RICHMOND HOUSE CONDOMINIUM,COMPREHENSIVE COMPLIANCE EVALUATION,1996-02-22
947830,MALDEN,REGULATED ACTIVITY(S),246714,VIKING SEAFOODS,Unannounced Multimedia Inspection,1996-02-20
947855,TAUNTON,REGULATED ACTIVITY(S),130290,NORWELL MANUFACTURING CO INC,Unannounced Multimedia Inspection,1996-02-07
947862,BARNSTABLE,REGULATED ACTIVITY(S),224741,ELECTRO MECHANICAL REBUILDERS,Unannounced Multimedia Inspection,1996-02-21
947887,READING,REGULATED ACTIVITY(S),205497,MA ARMY NATIONAL GUARD,ReInspection,1996-02-23
947893,NORTH READING,REGULATED ACTIVITY(S),160517,VALVOLINE INSTANT OIL CHANGE,Unannounced Multimedia Inspection,1996-02-07
947902,BELCHERTOWN,REGULATED ACTIVITY(S),172321,BELCHERTOWN LANDFILL & TRANSFER STATION,Unannounced Single-Media Inspection,1996-02-22
947904,HADLEY,REGULATED ACTIVITY(S),170149,HADLEY LANDFILL AND TRANSFER STATION,Unannounced Single-Media Inspection,1996-02-22
947905,HADLEY,REGULATED ACTIVITY(S),170149,HADLEY LANDFILL AND TRANSFER STATION,Unannounced Single-Media Inspection,1996-02-22
947930,SUDBURY,REGULATED ACTIVITY(S),156526,PEIRCE ROSE INC,Unannounced Multimedia Inspection,1996-01-01
947952,WAYLAND,REGULATED ACTIVITY(S),272798,DOW CHEMICAL USA,Unannounced Multimedia Inspection,1996-01-18
947953,CAMBRIDGE,REGULATED ACTIVITY(S),386476,HARVARD UNIVERSITY,Unannounced Multimedia Inspection,1996-01-18
947967,ESSEX,REGULATED ACTIVITY(S),205547,OLIVER WELDING AND FABRICATING,Unannounced Multimedia Inspection,1996-01-23
947989,HAVERHILL,WATER SUPPLY/DRINKING WATER,6118,HAVERHILL WATER DEPT,COMPREHENSIVE COMPLIANCE EVALUATION,1996-02-14
947996,NORTH READING,REGULATED ACTIVITY(S),156032,CHF PRODUCTS INC,Unannounced Multimedia Inspection,1996-02-07
948025,BROOKFIELD,WATER SUPPLY/DRINKING WATER,5974,"WAGON WHEEL COMMUNITY, INC.",COMPREHENSIVE COMPLIANCE EVALUATION,1996-02-26
948055,WORCESTER,REGULATED ACTIVITY(S),130518,ANDERSON PRODUCTS,Unannounced Multimedia Inspection,1996-02-26
948260,AUBURN,WATER SUPPLY/DRINKING WATER,6470,WINDBROOK ACRES COOP CORP,COMPREHENSIVE COMPLIANCE EVALUATION,1996-02-28
948272,PRINCETON,WATER SUPPLY/DRINKING WATER,273492,MOUNTAIN BARN RESTAURANT,SANITARY SURVEY,1996-02-21
948276,DARTMOUTH,REGULATED ACTIVITY(S),223679,SUNOCO INC,Unannounced Multimedia Inspection,1996-01-24
948292,DARTMOUTH,REGULATED ACTIVITY(S),168953,MOBIL OIL / SMITH MILLS MOBIL,Unannounced Multimedia Inspection,1996-01-24
948299,DARTMOUTH,REGULATED ACTIVITY(S),175800,SHELL PLAZA GAS STATION,Unannounced Multimedia Inspection,1996-01-24
948313,MIDDLEBOROUGH,REGULATED ACTIVITY(S),174282,SHELL OIL / PROVIDENT OIL CO INC,Unannounced Multimedia Inspection,1996-01-17
948326,DARTMOUTH,REGULATED ACTIVITY(S),175853,CUMBERLAND FARMS 2082,Unannounced Multimedia Inspection,1996-01-24
948486,WORCESTER,REGULATED ACTIVITY(S),130528,L HARDY COMPANY,Unannounced Multimedia Inspection,1996-02-28
950641,NORTON,REGULATED ACTIVITY(S),133376,VALENTINE TOOL AND STAMPING CO,Unannounced Multimedia Inspection,1996-02-28
950687,MILFORD,REGULATED ACTIVITY(S),164066,MILFORD NATIONAL LLC,Unannounced Multimedia Inspection,1996-01-23
950697,WORCESTER,REGULATED ACTIVITY(S),157655,MADISON CABLE CORP,Unannounced Multimedia Inspection,1996-02-26
950725,BEDFORD,WATER SUPPLY/DRINKING WATER,6082,HANSCOM AFB,COMPREHENSIVE COMPLIANCE EVALUATION,1996-02-29
950753,MIDDLEBOROUGH,REGULATED ACTIVITY(S),174282,SHELL OIL / PROVIDENT OIL CO INC,ReInspection,1996-02-21
955471,WEBSTER,REGULATED ACTIVITY(S),157964,J&K AUTO BODY,Unannounced Multimedia Inspection,1996-03-01
955575,SANDWICH,WATER SUPPLY/DRINKING WATER,6743,PETERS POND PARK,SANITARY SURVEY,1996-02-15
955646,NEW BEDFORD,REGULATED ACTIVITY(S),175791,SJW CORP DBA SHAUNS SHELL,Unannounced Multimedia Inspection,1996-02-15
955653,NEW BEDFORD,REGULATED ACTIVITY(S),170449,ACUSHNET AVE GAS & CONVENIENCE,Unannounced Multimedia Inspection,1996-02-15
955660,NEW BEDFORD,REGULATED ACTIVITY(S),175787,CUMBERLAND FARMS 2054,Unannounced Multimedia Inspection,1996-02-15
955700,WENDELL,REGULATED ACTIVITY(S),173259,MORMON HOLLOW DEMO LANDFILL,Unannounced Single-Media Inspection,1996-02-28
955709,WEST BOYLSTON,REGULATED ACTIVITY(S),268204,MWRA OAKDALE POWER STATION,ReInspection,1996-03-04
955789,CHELSEA,REGULATED ACTIVITY(S),162461,MACK SIGN INC,Unannounced Multimedia Inspection,1996-03-01
955793,REVERE,REGULATED ACTIVITY(S),157665,JAY CLEANERS,Unannounced Multimedia Inspection,1996-03-01
955804,BRAINTREE,REGULATED ACTIVITY(S),158682,CLEAN HARBORS OF BRAINTREE INC,Unannounced Multimedia Inspection,1996-02-28
955809,NATICK,REGULATED ACTIVITY(S),131615,CLEAN HARBORS OF NATICK INC,Unannounced Multimedia Inspection,1996-03-04
955839,NORTH READING,REGULATED ACTIVITY(S),131087,MSM INDUSTRIES INC,Unannounced Multimedia Inspection,1996-01-30
955887,DUDLEY,WATER SUPPLY/DRINKING WATER,191570,SOUTHERN WORC. COUNTY ED. COLLABORATIVE,COMPREHENSIVE COMPLIANCE EVALUATION,1996-03-06
955889,METHUEN,REGULATED ACTIVITY(S),272800,GERVAIS COLONIAL ART SHOP,Unannounced Multimedia Inspection,1996-02-20
955892,SUDBURY,REGULATED ACTIVITY(S),185597,VILLAGE CLEANERS,Unannounced Multimedia Inspection,1996-02-14
955995,TOPSFIELD,REGULATED ACTIVITY(S),134362,SBE INC,Unannounced Multimedia Inspection,1996-03-06
956009,GOSHEN,REGULATED ACTIVITY(S),172544,GOSHEN LANDFILL & TRANSFER STATION,Unannounced Single-Media Inspection,1996-03-06
956015,OTIS,REGULATED ACTIVITY(S),172819,OTIS LANDFILL,Unannounced Single-Media Inspection,1996-03-06
956019,HADLEY,REGULATED ACTIVITY(S),170149,HADLEY LANDFILL AND TRANSFER STATION,Unannounced Single-Media Inspection,1996-03-06
956020,BLANDFORD,REGULATED ACTIVITY(S),172346,BLANDFORD DEMO LF AND TRANSFER STATION,Unannounced Single-Media Inspection,1996-03-06
956022,WORCESTER,REGULATED ACTIVITY(S),151595,BANCROFT BUILDING,ReInspection,1996-03-06
956024,HADLEY,REGULATED ACTIVITY(S),170149,HADLEY LANDFILL AND TRANSFER STATION,Unannounced Single-Media Inspection,1996-03-06
956025,BLANDFORD,REGULATED ACTIVITY(S),172346,BLANDFORD DEMO LF AND TRANSFER STATION,Unannounced Single-Media Inspection,1996-03-06
956027,BLANDFORD,REGULATED ACTIVITY(S),172346,BLANDFORD DEMO LF AND TRANSFER STATION,Unannounced Single-Media Inspection,1996-03-06
956029,WORCESTER,REGULATED ACTIVITY(S),161330,WRIGHT LINE LLC,Unannounced Multimedia Inspection,1996-02-09
956033,OTIS,REGULATED ACTIVITY(S),173217,OTIS TRANSFER STATION,Unannounced Single-Media Inspection,1996-03-06
956035,LEE,REGULATED ACTIVITY(S),172643,LEE LANDFILL,Unannounced Single-Media Inspection,1996-03-06
956040,LENOX,REGULATED ACTIVITY(S),174774,LENOX VALLEY WASTE TRANSFER FACILITY,Unannounced Single-Media Inspection,1996-03-06
956042,DALTON,REGULATED ACTIVITY(S),175867,DALTON LANDFILL & TRANSFER STATION,Unannounced Single-Media Inspection,1996-03-06
956044,ADAMS,REGULATED ACTIVITY(S),172270,ADAMS SOLID WASTE FACILITY,Unannounced Single-Media Inspection,1996-03-06
956054,QUINCY,REGULATED ACTIVITY(S),130915,QUINCY MEDICAL CENTER A STEWARD FAMILY,Unannounced Multimedia Inspection,1996-03-03
956093,AUBURN,REGULATED ACTIVITY(S),271255,WJ DIPIETRO INC,ReInspection,1996-03-07
956096,AUBURN,REGULATED ACTIVITY(S),271480,ASAP SMALL ENGINE REPAIR,ReInspection,1996-03-07
956101,WORCESTER,REGULATED ACTIVITY(S),156007,HOBBS FASTENERS INC,ReInspection,1996-03-07
956111,MEDWAY,REGULATED ACTIVITY(S),274380,JOHNS AUTO BODY,Unannounced Multimedia Inspection,1996-02-08
956114,HUDSON,REGULATED ACTIVITY(S),274382,ENGINE CONNECTION THE INC,Unannounced Multimedia Inspection,1996-02-26
958863,DOVER,WATER SUPPLY/DRINKING WATER,187861,BEDELL DENTAL ASSOCIATES,SANITARY SURVEY,1996-03-06
958865,WAYLAND,WATER SUPPLY/DRINKING WATER,6573,SUMMER ADV DAY CAMP,SANITARY SURVEY,1996-03-05
958877,ESSEX,REGULATED ACTIVITY(S),151230,GULL WING,Unannounced Multimedia Inspection,1996-02-28
958879,BOURNE,WATER SUPPLY/DRINKING WATER,6200,NORTH SAGAMORE WATER DISTRICT,COMPREHENSIVE COMPLIANCE EVALUATION,1996-02-09
958880,HINGHAM,WATER SUPPLY/DRINKING WATER,271374,THE WATER STORE OF HINGHAM (VND),SANITARY SURVEY,1996-02-16
958881,WEYMOUTH,WATER SUPPLY/DRINKING WATER,272700,THE WATER STORE OF WEYMOUTH (VND),SANITARY SURVEY,1996-02-15
958882,WEYMOUTH,WATER SUPPLY/DRINKING WATER,7244,THE WATER STORE OF WEYMOUTH (VND),SANITARY SURVEY,1996-02-16
958883,QUINCY,WATER SUPPLY/DRINKING WATER,7243,BLUE HILLS SPRG.WTR.CO (QUINCY) VND,SANITARY SURVEY,1996-01-23
959032,DARTMOUTH,REGULATED ACTIVITY(S),172450,DARTMOUTH LANDFILL,Unannounced Single-Media Inspection,1996-02-16
959041,FALMOUTH,REGULATED ACTIVITY(S),172518,FALMOUTH LANDFILL & TRANSFER STATION,Unannounced Single-Media Inspection,1996-02-14
959048,EASTON,REGULATED ACTIVITY(S),172492,EASTON LANDFILL,Unannounced Single-Media Inspection,1996-02-12
959057,NORTH ATTLEBOROUGH,REGULATED ACTIVITY(S),172786,NORTH ATTLEBORO LANDFILL & TRANSER STA,Unannounced Single-Media Inspection,1996-02-16
959065,SCITUATE,REGULATED ACTIVITY(S),132276,SCITUATE LANDFILL AND TRANSFER STATION,Unannounced Single-Media Inspection,1996-02-12
959105,ROCKLAND,REGULATED ACTIVITY(S),130323,NATIONAL COATING CORP,ReInspection,1996-03-05
