Id,Town,Program,FacilityId,FacilityName,InspectionType,InspectionDate
2674981,WESTFORD,REGULATED ACTIVITY(S),375941,WESTFORD VALLEY MARKETPLACE,BWR/BRP Announced Inspection Related Activity,2014-08-12
2674993,WESTFORD,REGULATED ACTIVITY(S),424254,ABBOT MILL,BWR/BRP Announced Inspection Related Activity,2014-08-05
2675000,IPSWICH,REGULATED ACTIVITY(S),174173,IPSWICH COUNTRY CLUB HOMEOWNERS ASSOC,BWR/BRP Announced Inspection Related Activity,2014-04-11
2675004,QUINCY,REGULATED ACTIVITY(S),492463,NEW ENGLAND AQUARIUM OFF-SITE FACILITY,BWR/BRP Unannounced Inspection Related Activity,2014-05-21
2675107,OXFORD,REGULATED ACTIVITY(S),569629,OREO BAY LLC,Solid Waste Inspect with Enforcement Potential,2014-08-12
2675132,CHELSEA,REGULATED ACTIVITY(S),316635,CHELSEA SANDWICH LLC,Unannounced Single-Media Inspection,2014-08-18
2675143,HOLYOKE,REGULATED ACTIVITY(S),148235,PAUL MARTIN RUBBER CORP,Drive By Inspection,2014-08-18
2675164,SOUTHWICK,REGULATED ACTIVITY(S),342246,WESTFIELD GAGE CO INC,Unannounced Multimedia Inspection,2014-08-19
2675175,HOLYOKE,REGULATED ACTIVITY(S),557093,RIVERVIEW MACHINE CO INC,Unannounced Multimedia Inspection,2014-08-18
2675194,BEDFORD,REGULATED ACTIVITY(S),506693,BEDFORD CHARTER SERVICE,Unannounced Single-Media Inspection,2014-08-14
2675231,NEW BEDFORD,WATER SUPPLY/DRINKING WATER,7293,CITY OF NEW BEDFORD DPI,SANITARY SURVEY,2014-08-19
2675240,LEE,REGULATED ACTIVITY(S),378470,OLDCASTLE LAWN & GARDEN INC LEE PLANT,Limited Inspect for Compliance Indicators/Field Presence,2014-07-07
2675260,ROCHESTER,REGULATED ACTIVITY(S),131580,SEMASS PARTNERSHIP,Solid Waste Inspect with Enforcement Potential,2014-08-14
2675270,CHELSEA,REGULATED ACTIVITY(S),216918,BILTRITE CORPORATION,Unannounced Multimedia Inspection,2014-07-14
2675323,SOMERSET,REGULATED ACTIVITY(S),171386,SOMERSET MARINE INC,Unannounced Single-Media Inspection,2014-08-15
2675371,WEST BOYLSTON,REGULATED ACTIVITY(S),569662,CRESCENT BUILDERS,Solid Waste Inspect with Enforcement Potential,2014-08-05
2675373,WEST BOYLSTON,REGULATED ACTIVITY(S),569662,CRESCENT BUILDERS,Solid Waste Inspect with Enforcement Potential,2014-08-15
2675462,GLOUCESTER,REGULATED ACTIVITY(S),449723,SHORECLIFF MAINTENANCE TRUST,BWR/BRP Unannounced Inspection Related Activity,2014-08-15
2675464,MIDDLETON,REGULATED ACTIVITY(S),284338,FULLER POND VILLAGE CONDOMINIUMS,BWR/BRP Announced Inspection Related Activity,2014-08-15
2675553,LOWELL,REGULATED ACTIVITY(S),162776,UNIVERSITY OF MASSACHUSETTS LOWELL,Unannounced Multimedia Inspection,2014-08-21
2675623,SOUTHBRIDGE,REGULATED ACTIVITY(S),172948,SOUTHBRIDGE LANDFILL NEW,Solid Waste Visit Limited Enforcement Potential,2014-08-13
2675625,KINGSTON,WATER SUPPLY/DRINKING WATER,6231,KINGSTON WATER DEPARTMENT,BWR/BRP Unannounced Inspection Related Activity,2014-08-21
2675654,BOSTON,REGULATED ACTIVITY(S),161678,VICINITY ENERGY BOSTON INC,Compliance Evaluation-Review of Compliance Data & Reports,2014-08-21
2675693,NORTH ANDOVER,REGULATED ACTIVITY(S),132771,WHEELABRATOR NORTH ANDOVER INC,Solid Waste Inspect with Enforcement Potential,2014-08-21
2675696,NEWBURYPORT,REGULATED ACTIVITY(S),172770,NEWBURYPORT LANDFILL,Solid Waste Visit Limited Enforcement Potential,2014-08-21
2675700,BOSTON,REGULATED ACTIVITY(S),308344,EXELON NEW BOSTON LLC,Compliance Evaluation-Review of Compliance Data & Reports,2014-08-22
2675702,PEABODY,REGULATED ACTIVITY(S),131118,PEABODY MUNICIPAL LIGHT PLANT,Compliance Evaluation-Review of Compliance Data & Reports,2014-08-22
2675706,FRAMINGHAM,REGULATED ACTIVITY(S),418918,CONSTELLATION FRAMINGHAM LLC,Compliance Evaluation-Review of Compliance Data & Reports,2014-08-22
2675710,BOSTON,REGULATED ACTIVITY(S),281786,BOSTON SHIP REPAIR,Compliance Evaluation-Review of Compliance Data & Reports,2014-08-22
2675712,QUINCY,REGULATED ACTIVITY(S),230718,TWIN RIVERS TECHNOLOGIES MANUFACTURING C,Compliance Evaluation-Review of Compliance Data & Reports,2014-08-22
2675714,HUDSON,REGULATED ACTIVITY(S),537027,RESTECH PLASTIC MOLDING,Unannounced Multimedia Inspection,2014-08-21
2675750,NEWTON,REGULATED ACTIVITY(S),161820,BOSTON COLLEGE,Compliance Evaluation-Review of Compliance Data & Reports,2014-08-22
2675819,BOSTON,REGULATED ACTIVITY(S),161976,BRIGHAM AND WOMENS FAULKNER HOSPITAL,Unannounced Multimedia Inspection,2014-08-06
2675830,BARRE,REGULATED ACTIVITY(S),140055,BARRE LANDFILL,Solid Waste Inspect with Enforcement Potential,2014-08-20
2675833,NORWOOD,REGULATED ACTIVITY(S),155429,CADILLAC OF NORWOOD,Compliance Evaluation-Review of Compliance Data & Reports,2014-08-08
2675843,MARLBOROUGH,REGULATED ACTIVITY(S),382425,WECARE ENVIRONMENTAL LLC,Multiple Visits to Identify/Document a Problem,2014-08-22
2675860,WALTHAM,REGULATED ACTIVITY(S),155875,BEAVER VISITEC INTERNATIONAL INC,Unannounced Multimedia Inspection,2014-08-15
2675881,NEWBURYPORT,REGULATED ACTIVITY(S),172770,NEWBURYPORT LANDFILL,Solid Waste Visit Limited Enforcement Potential,2014-08-22
2675914,WINTHROP,REGULATED ACTIVITY(S),390458,VIKING ONE STOP CLEANERS,ReInspection,2014-08-20
2675928,PEABODY,REGULATED ACTIVITY(S),131114,ROUSSELOT PEABODY INC,Unannounced Single-Media Inspection,2014-08-20
2675930,WORCESTER,REGULATED ACTIVITY(S),339771,EXHAUSTED INC,Limited Inspect for Compliance Indicators/Field Presence,2014-08-20
2675958,ROWE,REGULATED ACTIVITY(S),172891,ROWE LANDFILL AND TRANSFER STATION,Solid Waste Inspect with Enforcement Potential,2014-08-06
2676007,MILLBURY,REGULATED ACTIVITY(S),161610,CESYL MILLS,Limited Inspect for Compliance Indicators/Field Presence,2014-08-25
2676009,FITCHBURG,REGULATED ACTIVITY(S),175870,MODU FORM INC,ReInspection,2014-08-19
2676014,FITCHBURG,REGULATED ACTIVITY(S),132674,MICRON PRODUCTS INC,ReInspection,2014-08-19
2676020,FITCHBURG,REGULATED ACTIVITY(S),561935,FORMER CENTRAL STEAM PLANT,Limited Inspect for Compliance Indicators/Field Presence,2014-08-19
2676122,NEWBURYPORT,REGULATED ACTIVITY(S),172770,NEWBURYPORT LANDFILL,Solid Waste Visit Limited Enforcement Potential,2014-08-25
2676138,PLAINVILLE,REGULATED ACTIVITY(S),157194,PLAINVILLE LANDFILL,Compliance Evaluation-Review of Compliance Data & Reports,2014-08-26
2676143,CHARLTON,WATER SUPPLY/DRINKING WATER,6333,YMCA CAMP FOSKETT,SANITARY SURVEY,2014-08-14
2676333,TAUNTON,REGULATED ACTIVITY(S),286757,MM TAUNTON ENERGY LLC,Compliance Evaluation-Review of Compliance Data & Reports,2014-08-26
2676383,CHELMSFORD,REGULATED ACTIVITY(S),298300,GLENVIEW SAND & GRAVEL,Solid Waste Visit Limited Enforcement Potential,2014-08-26
2676442,HAVERHILL,REGULATED ACTIVITY(S),436711,THERMO FISHER SCIENTIFIC CHEMICALS INC,Unannounced Multimedia Inspection,2014-08-05
2676462,DENNIS,REGULATED ACTIVITY(S),172375,GREAT WESTERN SAND AND GRAVEL,Solid Waste Inspect with Enforcement Potential,2014-07-30
2676627,ACUSHNET,WATER SUPPLY/DRINKING WATER,6577,COUNTRY WHIP,SANITARY SURVEY,2014-08-25
2676680,NORTH ATTLEBOROUGH,REGULATED ACTIVITY(S),569819,131 SMITH ST,Drive By Inspection,2014-08-11
2676691,NORTH ATTLEBOROUGH,REGULATED ACTIVITY(S),569819,131 SMITH ST,Unannounced Single-Media Inspection,2014-08-12
2676693,ATTLEBORO,REGULATED ACTIVITY(S),410478,MAACO,Drive By Inspection,2014-08-12
2676695,ATTLEBORO,REGULATED ACTIVITY(S),410478,MAACO,Unannounced Multimedia Inspection,2014-08-14
2676754,MALDEN,REGULATED ACTIVITY(S),174869,DALTONS ON THE FELLSWAY DBA DALTONS GULF,Unannounced Single-Media Inspection,2014-08-26
2676927,NORTHBOROUGH,REGULATED ACTIVITY(S),221620,NORTHBOROUGH,Multiple Visits to Identify/Document a Problem,2014-08-14
2676928,NORTHBOROUGH,REGULATED ACTIVITY(S),221620,NORTHBOROUGH,Multiple Visits to Identify/Document a Problem,2014-08-18
2676932,WORCESTER,REGULATED ACTIVITY(S),377847,PATRIOTS ENVIRONMENTAL CORP,Drive By Inspection,2014-08-19
2676933,WORCESTER,REGULATED ACTIVITY(S),161470,UMASS MEMORIAL MEDICAL CENTER,Drive By Inspection,2014-08-14
2676950,EASTHAMPTON,REGULATED ACTIVITY(S),168353,NOURIA 1025,Announced Single-Media Inspection,2014-08-26
2676959,SPRINGFIELD,REGULATED ACTIVITY(S),423501,ALTON E GLEASON CO INC,Unannounced Multimedia Inspection,2014-08-13
2677004,WEST SPRINGFIELD,REGULATED ACTIVITY(S),175021,WEST SPRINGFIELD TRANSFER STATION,Solid Waste Inspect with Enforcement Potential,2014-08-27
2677006,SANDISFIELD,REGULATED ACTIVITY(S),172905,SANDISFIELD DEMO LF & TRANSFER STATION,Solid Waste Inspect with Enforcement Potential,2014-08-27
2677009,HUNTINGTON,REGULATED ACTIVITY(S),172621,HUNTINGTON LANDFILL,Solid Waste Visit Limited Enforcement Potential,2014-08-27
2677011,HUNTINGTON,REGULATED ACTIVITY(S),173247,HUNTINGTON TRANSFER STATION,Solid Waste Inspect with Enforcement Potential,2014-08-27
2677013,HUNTINGTON,REGULATED ACTIVITY(S),336885,LAFOND TIRE PILE,Solid Waste Visit Limited Enforcement Potential,2014-08-27
2677015,NORTHAMPTON,REGULATED ACTIVITY(S),172793,NORTHAMPTON LF AND TRANSFER STATION,Solid Waste Visit Limited Enforcement Potential,2014-08-27
2677017,NORTHAMPTON,REGULATED ACTIVITY(S),174930,VALLEY RECYCLING,Solid Waste Inspect with Enforcement Potential,2014-08-27
2677020,GREENFIELD,REGULATED ACTIVITY(S),159522,SANDRI INC,Unannounced Single-Media Inspection,2014-08-22
2677034,SANDISFIELD,REGULATED ACTIVITY(S),172904,MINERY LANDFILL,Solid Waste Visit Limited Enforcement Potential,2014-08-27
2677123,MALDEN,REGULATED ACTIVITY(S),373438,J & R AUTO SERVICE,Unannounced Single-Media Inspection,2014-08-20
2677129,SPRINGFIELD,REGULATED ACTIVITY(S),160799,"TREW STONE, LLC (PLANT #4)",Unannounced Multimedia Inspection,2014-08-13
2677136,WOBURN,REGULATED ACTIVITY(S),305318,PROSCIENCE ANALYTICAL SERVICES INC,Unannounced Multimedia Inspection,2014-08-26
2677151,BILLERICA,REGULATED ACTIVITY(S),569660,HERB CHAMBERS PLANK STREET,Unannounced Single-Media Inspection,2014-07-22
2677153,WORCESTER,REGULATED ACTIVITY(S),161421,WORCESTER STATE UNIVERSITY,Limited Inspect for Compliance Indicators/Field Presence,2014-08-18
2677154,WORCESTER,REGULATED ACTIVITY(S),161421,WORCESTER STATE UNIVERSITY,Limited Inspect for Compliance Indicators/Field Presence,2014-08-29
2677163,PEABODY,REGULATED ACTIVITY(S),281773,ALLIANCE LEATHER INC,Compliance Evaluation-Review of Compliance Data & Reports,2014-08-29
2677165,EVERETT,REGULATED ACTIVITY(S),308384,MYSTIC STATION,Compliance Evaluation-Review of Compliance Data & Reports,2014-08-29
2677167,SALEM,REGULATED ACTIVITY(S),408136,FOOTPRINT POWER SALEM HARBOR REAL ESTATE,Compliance Evaluation-Review of Compliance Data & Reports,2014-08-29
2677170,HAVERHILL,REGULATED ACTIVITY(S),132291,REWORLD HAVERHILL INC,Compliance Evaluation-Review of Compliance Data & Reports,2014-08-29
2677172,NORTH ANDOVER,REGULATED ACTIVITY(S),132771,WHEELABRATOR NORTH ANDOVER INC,Compliance Evaluation-Review of Compliance Data & Reports,2014-08-29
2677174,SAUGUS,REGULATED ACTIVITY(S),172914,WHEELABRATOR SAUGUS INC,Compliance Evaluation-Review of Compliance Data & Reports,2014-08-29
2677176,CLINTON,REGULATED ACTIVITY(S),133132,WEETABIX COMPANY LLC,Limited Inspect for Compliance Indicators/Field Presence,2014-08-27
2677181,MARLBOROUGH,REGULATED ACTIVITY(S),382425,WECARE ENVIRONMENTAL LLC,Multiple Visits to Identify/Document a Problem,2014-08-29
2677226,GLOUCESTER,REGULATED ACTIVITY(S),317768,DEMARCOS CLEANERS,Unannounced Multimedia Inspection,2014-08-29
2677264,SPRINGFIELD,REGULATED ACTIVITY(S),159862,MIRANDA AUTO BODY,Unannounced Multimedia Inspection,2014-08-27
2677272,WILBRAHAM,REGULATED ACTIVITY(S),131252,CS MA LLC DBA CONSTRUCTION SERVICE,Unannounced Single-Media Inspection,2014-08-26
2677274,EASTHAMPTON,REGULATED ACTIVITY(S),331109,OCTOBER CO INC CHEMETAL DIVISON,Unannounced Multimedia Inspection,2014-08-21
2677318,NEEDHAM,REGULATED ACTIVITY(S),422952,MASTER FINISHING AND RESTORATION,Unannounced Multimedia Inspection,2014-08-27
2677341,BOXFORD,REGULATED ACTIVITY(S),166220,FOUR MILE VILLAGE,BWR/BRP Announced Inspection Related Activity,2014-08-27
2677343,QUINCY,REGULATED ACTIVITY(S),130908,MA WATER RESOURCES AUTHORITY,BWR/BRP Unannounced Inspection Related Activity,2014-08-19
2677345,NEWBURYPORT,REGULATED ACTIVITY(S),172770,NEWBURYPORT LANDFILL,Solid Waste Visit Limited Enforcement Potential,2014-09-01
2677347,NEWBURYPORT,REGULATED ACTIVITY(S),172770,NEWBURYPORT LANDFILL,Solid Waste Visit Limited Enforcement Potential,2014-08-29
2677349,NEWBURYPORT,REGULATED ACTIVITY(S),172770,NEWBURYPORT LANDFILL,Solid Waste Visit Limited Enforcement Potential,2014-08-30
2677351,IPSWICH,REGULATED ACTIVITY(S),290133,IPSWICH COMPOST FACILITY,BWR/BRP Announced Inspection Related Activity,2014-08-26
2677355,NEWBURY,REGULATED ACTIVITY(S),318512,TRITON REGIONAL HIGH SCHOOL,BWR/BRP Announced Inspection Related Activity,2014-08-27
2677359,WESTFORD,REGULATED ACTIVITY(S),324267,PRIMROSE PARK,BWR/BRP Announced Inspection Related Activity,2014-08-15
2677362,CONCORD,REGULATED ACTIVITY(S),130600,MCI CONCORD DEPT OF CORRECTION,BWR/BRP Unannounced Inspection Related Activity,2014-08-29
2677370,WESTFORD,REGULATED ACTIVITY(S),448660,CORNERSTONE SQUARE,BWR/BRP Announced Inspection Related Activity,2014-08-15
2677377,PALMER,REGULATED ACTIVITY(S),527656,PALMER DEPT OF PUBLIC WORKS,Unannounced Multimedia Inspection,2014-08-28
2677403,LUDLOW,WATER SUPPLY/DRINKING WATER,414242,LUPA ZOO,SANITARY SURVEY,2014-06-30
2677404,BELCHERTOWN,WATER SUPPLY/DRINKING WATER,390440,EVERGREENE GOLF CENTER,SANITARY SURVEY,2014-07-25
2677406,MONSON,WATER SUPPLY/DRINKING WATER,274851,WESTVIEW FARM,SANITARY SURVEY,2014-07-25
2677407,GREAT BARRINGTON,WATER SUPPLY/DRINKING WATER,5856,HOUSATONIC WATER WORKS,SANITARY SURVEY,2014-07-18
2677409,RUSSELL,WATER SUPPLY/DRINKING WATER,5902,RUSSELL WATER DEPT,SANITARY SURVEY,2014-06-24
2677412,SHELBURNE,WATER SUPPLY/DRINKING WATER,333775,SHELBURNE FALLS COFFEE ROASTERS,SANITARY SURVEY,2014-07-16
2677414,WORCESTER,REGULATED ACTIVITY(S),221653,WORCESTER,Drive By Inspection,2014-08-29
2677415,WALES,WATER SUPPLY/DRINKING WATER,339172,SILVER MEADOW,SANITARY SURVEY,2014-07-16
2677416,CHARLTON,REGULATED ACTIVITY(S),545516,RJ INDUSTRIES,Drive By Inspection,2014-08-29
2677418,OXFORD,REGULATED ACTIVITY(S),564214,PATRIOTS ENVIRONMENTAL,Drive By Inspection,2014-08-07
2677420,PITTSFIELD,REGULATED ACTIVITY(S),470801,BONDED CONCRETE PITTSFIELD PLANT,Multiple Visits to Identify/Document a Problem,2014-08-29
2677445,CARLISLE,WATER SUPPLY/DRINKING WATER,327461,DCR GREAT BROOK FARM STATE PARK,SANITARY SURVEY,2014-08-01
2677446,CARLISLE,WATER SUPPLY/DRINKING WATER,325471,"CARLISLE EXTENDED DAY PROGRAM,INC.",SANITARY SURVEY,2014-08-01
2677447,CARLISLE,WATER SUPPLY/DRINKING WATER,6513,KIMBALL BATES FARM,SANITARY SURVEY,2014-08-06
2677449,SHERBORN,WATER SUPPLY/DRINKING WATER,6550,SHERBORN TOWN OFFICES; POLICE; LIBRARY,Announced Single-Media Inspection,2014-08-13
2677455,TYNGSBOROUGH,WATER SUPPLY/DRINKING WATER,6449,TYNGSBOROUGH COUNTRY CLUB,Unannounced Single-Media Inspection,2014-08-07
2677458,SAUGUS,REGULATED ACTIVITY(S),172914,WHEELABRATOR SAUGUS INC,Solid Waste Inspect with Enforcement Potential,2014-08-29
2677460,SPENCER,WATER SUPPLY/DRINKING WATER,6411,CAMP LAURELWOOD,SANITARY SURVEY,2014-06-18
2677490,NORTHAMPTON,REGULATED ACTIVITY(S),130218,PACKAGING CORPORATION OF AMERICA,Unannounced Multimedia Inspection,2014-08-29
2677518,BERLIN,WATER SUPPLY/DRINKING WATER,421907,WHITNEY ESTATES CONDOMINIUMS,SANITARY SURVEY,2014-08-20
2677688,REVERE,REGULATED ACTIVITY(S),312549,IRVING OIL REVERE MARINE TERMINAL,Unannounced Single-Media Inspection,2014-08-28
2677708,HOLLISTON,REGULATED ACTIVITY(S),531314,HOLLISTON ASPHALT & CONCRETE INC,Solid Waste Inspect with Enforcement Potential,2014-08-14
2677725,HOLDEN,REGULATED ACTIVITY(S),130484,HOLDEN TRAP ROCK CO,Unannounced Multimedia Inspection,2014-08-26
2677748,DEDHAM,REGULATED ACTIVITY(S),569092,MANOR FIELDS,Solid Waste Inspect with Enforcement Potential,2014-07-31
2677765,NORTHBOROUGH,WATER SUPPLY/DRINKING WATER,472982,TOUGAS FARM (BALL HILL REALTY),SANITARY SURVEY,2014-09-03
2677862,FALL RIVER,REGULATED ACTIVITY(S),132929,ST ANNES HOSPITAL,ReInspection,2014-08-27
2677868,CLINTON,REGULATED ACTIVITY(S),549872,SARTINI WOODWORKING,Multiple Visits to Identify/Document a Problem,2014-08-20
2677869,CLINTON,REGULATED ACTIVITY(S),562286,FREDDYS AUTO WHOLESALE INC,Multiple Visits to Identify/Document a Problem,2014-08-20
2677928,HUDSON,REGULATED ACTIVITY(S),562345,ADAPTIVE WIRELESS SOLUTIONS,Unannounced Single-Media Inspection,2014-09-03
2677933,BOSTON,REGULATED ACTIVITY(S),156993,MA WATER RESOURCES AUTHORITY DEER ISLAND,ReInspection,2014-08-26
2677939,WOBURN,REGULATED ACTIVITY(S),133817,CAES MISSION SYSTEMS LLC,Unannounced Multimedia Inspection,2014-08-12
2678002,WESTWOOD,REGULATED ACTIVITY(S),449243,24M TECHNOLOGIES INC,Unannounced Multimedia Inspection,2014-08-19
2678027,WORCESTER,REGULATED ACTIVITY(S),569550,UNIQUE FRAMEWORKS & TOWING,Assess Reporting Problems or Inclusion to Regulated Universe,2014-08-15
2678131,MARLBOROUGH,REGULATED ACTIVITY(S),570074,J&J MACHINE COMPANY INC,Unannounced Multimedia Inspection,2014-09-03
2678135,MARLBOROUGH,REGULATED ACTIVITY(S),570076,INTEGRATED DYNAMIC METALS CORP,Unannounced Multimedia Inspection,2014-09-03
2678196,TEWKSBURY,REGULATED ACTIVITY(S),371731,TEWKSBURY PETROIL 3,Unannounced Single-Media Inspection,2014-09-04
2678199,BELMONT,REGULATED ACTIVITY(S),164954,BELMONT COUNTRY CLUB INC,Unannounced Single-Media Inspection,2014-09-03
2679004,NEWBURYPORT,REGULATED ACTIVITY(S),172770,NEWBURYPORT LANDFILL,Solid Waste Visit Limited Enforcement Potential,2014-09-04
2679052,BRAINTREE,REGULATED ACTIVITY(S),173140,BRAINTREE TRANSFER STATION,Solid Waste Inspect with Enforcement Potential,2014-09-04
2679056,HUDSON,REGULATED ACTIVITY(S),133155,NETCO EXTRUDED PLASTICS INC,Unannounced Multimedia Inspection,2014-09-03
2679095,FALL RIVER,REGULATED ACTIVITY(S),226010,ORGANIC DYES AND PIGMENTS,ReInspection,2014-08-27
2679135,MARLBOROUGH,REGULATED ACTIVITY(S),382425,WECARE ENVIRONMENTAL LLC,Multiple Visits to Identify/Document a Problem,2014-09-05
2679181,STOW,WATER SUPPLY/DRINKING WATER,495342,10.0 GYMNASTICS,SANITARY SURVEY,2014-09-05
2679185,STOUGHTON,REGULATED ACTIVITY(S),131588,TRADEBE TREATMENT AND RECYCLING,Unannounced Single-Media Inspection,2014-09-04
2679231,PITTSFIELD,REGULATED ACTIVITY(S),206447,GENERAL DYNAMICS MISSION SYSTEMS INC,Unannounced Multimedia Inspection,2014-09-04
2679266,PITTSFIELD,REGULATED ACTIVITY(S),436002,PERFERX OPTICAL CO INC,Unannounced Multimedia Inspection,2014-09-04
2679287,WILMINGTON,REGULATED ACTIVITY(S),559150,ECKERT AND ZIEGLER RADIOPHARMA INC,ReInspection,2014-09-05
2679787,LYNN,REGULATED ACTIVITY(S),161954,LYNN REGIONAL WPCF,Unannounced Multimedia Inspection,2014-09-05
2679862,ASHBURNHAM,WATER SUPPLY/DRINKING WATER,6292,CAMP WINNEKEAG,SANITARY SURVEY,2014-09-04
2679867,EAST LONGMEADOW,REGULATED ACTIVITY(S),172481,SOMERS ROAD LANDFILL,Solid Waste Visit Limited Enforcement Potential,2014-08-27
2679869,GRANBY,REGULATED ACTIVITY(S),271245,GRANBY SANITARY LANDFILL,Solid Waste Visit Limited Enforcement Potential,2014-08-28
2679912,LANCASTER,REGULATED ACTIVITY(S),161381,DCAMM LANCASTER STATE COMPLEX,Announced Single-Media Inspection,2014-09-09
2679938,DOVER,REGULATED ACTIVITY(S),473104,MEADOWS OF DOVER CONDO TRUST,BWR/BRP Announced Inspection Related Activity,2014-07-17
2679942,WESTON,REGULATED ACTIVITY(S),321103,CENTER STREET SAS LLC,BWR/BRP Announced Inspection Related Activity,2014-06-25
2679951,GEORGETOWN,REGULATED ACTIVITY(S),367790,LONGVIEW AT GEORGETOWN,BWR/BRP Announced Inspection Related Activity,2014-09-05
2679955,SALISBURY,REGULATED ACTIVITY(S),132805,SALISBURY WASTE WATER TREATMENT PLANT,BWR/BRP Unannounced Inspection Related Activity,2014-09-03
2680015,AMHERST,REGULATED ACTIVITY(S),133008,UNIVERSITY OF MASSACHUSETTS AMHERST,Unannounced Multimedia Inspection,2014-09-08
2680189,WORCESTER,REGULATED ACTIVITY(S),409532,DENNISON LUBRICANTS INC,Limited Inspect for Compliance Indicators/Field Presence,2014-09-09
2680420,BARRE,REGULATED ACTIVITY(S),133375,PALMER PAVING CORPORATION,Multiple Visits to Identify/Document a Problem,2014-09-10
2680489,ARLINGTON,REGULATED ACTIVITY(S),380928,MCDERMOTTROE GETTY OF ARLINGTON INC,Unannounced Single-Media Inspection,2014-09-03
2680737,AGAWAM,REGULATED ACTIVITY(S),173283,BONDIS ISLAND LANDFILL,Solid Waste Inspect with Enforcement Potential,2014-08-28
2680739,SOUTH HADLEY,REGULATED ACTIVITY(S),172937,SOUTH HADLEY LANDFILL,Solid Waste Visit Limited Enforcement Potential,2014-08-28
2680741,SOUTH HADLEY,REGULATED ACTIVITY(S),172937,SOUTH HADLEY LANDFILL,Solid Waste Inspect with Enforcement Potential,2014-08-12
2680743,SOUTH HADLEY,REGULATED ACTIVITY(S),172937,SOUTH HADLEY LANDFILL,Solid Waste Visit Limited Enforcement Potential,2014-08-22
2680745,SPRINGFIELD,REGULATED ACTIVITY(S),566738,SANTANIELLO OIL CO,Limited Inspect for Compliance Indicators/Field Presence,2014-09-10
2680926,SOMERSET,REGULATED ACTIVITY(S),406938,BRAYTON POINT LLC,Compliance Evaluation-Review of Compliance Data & Reports,2014-09-11
2680928,MONTAGUE,REGULATED ACTIVITY(S),160900,FRANKLIN COUNTY TECHNICAL SCHOOL,Unannounced Multimedia Inspection,2014-09-09
2680934,HUDSON,REGULATED ACTIVITY(S),570255,MOURA INTERIOR FINISHES,Assess Reporting Problems or Inclusion to Regulated Universe,2014-09-10
2680980,HUDSON,REGULATED ACTIVITY(S),326144,SPECIALTY FURNITURE INC,Limited Inspect for Compliance Indicators/Field Presence,2014-09-10
2680982,PRINCETON,WATER SUPPLY/DRINKING WATER,274509,HARRINGTON FARM,SANITARY SURVEY,2014-09-11
2680998,SOUTH HADLEY,REGULATED ACTIVITY(S),172937,SOUTH HADLEY LANDFILL,Solid Waste Visit Limited Enforcement Potential,2014-09-04
2681000,SOUTH HADLEY,REGULATED ACTIVITY(S),172937,SOUTH HADLEY LANDFILL,Solid Waste Visit Limited Enforcement Potential,2014-09-10
2681002,WESTFIELD,REGULATED ACTIVITY(S),334238,WESTFIELD TWISS ST LF AND TRANSFER STA,Solid Waste Visit Limited Enforcement Potential,2014-09-04
2681006,SOUTHAMPTON,REGULATED ACTIVITY(S),132287,SOUTHAMPTON LANDFILL & TRANSFER STATION,Solid Waste Inspect with Enforcement Potential,2014-09-10
2681009,SOUTHWICK,REGULATED ACTIVITY(S),172953,SOUTHWICK WOODWASTE LF & TRANFER STATION,Solid Waste Inspect with Enforcement Potential,2014-09-04
2681012,SOUTHWICK,REGULATED ACTIVITY(S),172953,SOUTHWICK WOODWASTE LF & TRANFER STATION,Solid Waste Inspect with Enforcement Potential,2014-09-04
2681014,GRANVILLE,REGULATED ACTIVITY(S),172552,GRANVILLE LANDFILL AND TRANSFER STATION,Solid Waste Inspect with Enforcement Potential,2014-09-04
2681016,GRANVILLE,REGULATED ACTIVITY(S),172552,GRANVILLE LANDFILL AND TRANSFER STATION,Solid Waste Inspect with Enforcement Potential,2014-09-04
2681028,NEW BEDFORD,REGULATED ACTIVITY(S),316818,ACUSHNET COMPANY BPIII,Unannounced Multimedia Inspection,2014-09-10
2681093,DARTMOUTH,REGULATED ACTIVITY(S),205298,DARTMOUTH POWER ASSOCIATES LP,Unannounced Multimedia Inspection,2014-09-11
2681162,BOURNE,WATER SUPPLY/DRINKING WATER,187934,PRISTINE SPRING (BOURNE) VEND,SANITARY SURVEY,2014-08-20
2681164,BRAINTREE,REGULATED ACTIVITY(S),520086,TARGET STORE 2693,Unannounced Multimedia Inspection,2014-09-10
2681249,DRACUT,REGULATED ACTIVITY(S),132612,PJ KEATING COMPANY,Unannounced Multimedia Inspection,2014-09-11
2681290,BRIDGEWATER,REGULATED ACTIVITY(S),162929,MCI BRIDGEWATER CORRECTIONAL COMPLEX,Unannounced Multimedia Inspection,2014-08-19
2681292,WEST BRIDGEWATER,REGULATED ACTIVITY(S),131214,SHAWMUT CORPORATION,Unannounced Multimedia Inspection,2014-08-26
2681305,FRAMINGHAM,REGULATED ACTIVITY(S),159675,TOMMYS TAXI INC,Unannounced Single-Media Inspection,2014-09-09
2681309,FRAMINGHAM,REGULATED ACTIVITY(S),168505,PMG 8630,Unannounced Single-Media Inspection,2014-09-09
2681312,NATICK,REGULATED ACTIVITY(S),265705,MATHWORKS,Unannounced Single-Media Inspection,2014-09-09
2681314,BOSTON,REGULATED ACTIVITY(S),154701,BCP BEAT PROPERTY LLC,Unannounced Single-Media Inspection,2014-09-11
